Text,Label
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9318966383 ను సంప్రదించండి,1
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/36835 క్లిక్ చేయండి,1
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF1092,0
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9588014907,1
మీ బ్యాలెన్స్ ₹1000 ఉంది,0
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/35290 సందర్శించండి,1
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9936478868,1
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/31387 సందర్శించండి,1
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/10267 క్లిక్ చేయండి,1
మీ కొత్త ఆర్డర్ డిస్పాచ్ చేయబడింది,0
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/82946,1
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ బ్యాలెన్స్ ₹250 ఉంది,0
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/23198 క్లిక్ చేయండి,1
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ ఖాతాలో ₹250 జమ చేయబడింది,0
మీ విద్యుత్ బిల్లు ఈ నెల ₹2000 రూపాయలు,0
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ రెచార్జ్ విజయవంతమైంది,0
మీ కొత్త ఆర్డర్ డిస్పాచ్ చేయబడింది,0
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/32779 క్లిక్ చేయండి,1
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/12831",1
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/61166,1
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/55081",1
మీ రెచార్జ్ విజయవంతమైంది,0
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF9338,0
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/94870",1
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF2737,0
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9587423126 ను సంప్రదించండి,1
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ ఖాతాలో ₹2000 జమ చేయబడింది,0
మీ కొత్త ఆర్డర్ డిస్పాచ్ చేయబడింది,0
మీ రెచార్జ్ విజయవంతమైంది,0
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
మీ మొబైల్ నెంబర్ వెరిఫికేషన్ కోసం OTP షేర్ చేయండి,1
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
మీ కొత్త ఆర్డర్ డిస్పాచ్ చేయబడింది,0
మీ ఖాతాలో ₹250 జమ చేయబడింది,0
మీ రెచార్జ్ విజయవంతమైంది,0
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9186011536 ను సంప్రదించండి,1
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/48523 క్లిక్ చేయండి,1
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/68984 సందర్శించండి,1
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9315455713 ను సంప్రదించండి,1
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ కొత్త ఆర్డర్ డిస్పాచ్ చేయబడింది,0
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ ఖాతాలో ₹1000 జమ చేయబడింది,0
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/17729",1
మీ బ్యాలెన్స్ ₹500 ఉంది,0
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF8146,0
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/71079 సందర్శించండి,1
మీ ఖాతాలో ₹500 జమ చేయబడింది,0
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
మీ కొత్త ఆర్డర్ డిస్పాచ్ చేయబడింది,0
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/16255 క్లిక్ చేయండి,1
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9396021297,1
మీ బ్యాలెన్స్ ₹250 ఉంది,0
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ మొబైల్ నెంబర్ వెరిఫికేషన్ కోసం OTP షేర్ చేయండి,1
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
మీ కొత్త ఆర్డర్ డిస్పాచ్ చేయబడింది,0
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/82884",1
మీ ఖాతాలో ₹100 జమ చేయబడింది,0
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9641873745 ను సంప్రదించండి,1
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/85763,1
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ రెచార్జ్ విజయవంతమైంది,0
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ బ్యాలెన్స్ ₹100 ఉంది,0
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/24563",1
మీ బ్యాలెన్స్ ₹100 ఉంది,0
మీ విద్యుత్ బిల్లు ఈ నెల ₹500 రూపాయలు,0
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/97173",1
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ మొబైల్ నెంబర్ వెరిఫికేషన్ కోసం OTP షేర్ చేయండి,1
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/81668",1
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/62186",1
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/65562 క్లిక్ చేయండి,1
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9212525813 ను సంప్రదించండి,1
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ విద్యుత్ బిల్లు ఈ నెల ₹250 రూపాయలు,0
మీ ఖాతాలో ₹250 జమ చేయబడింది,0
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/57310 క్లిక్ చేయండి,1
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9106657635,1
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/79957 క్లిక్ చేయండి,1
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9554269489,1
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/87616",1
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ బ్యాలెన్స్ ₹250 ఉంది,0
మీ రెచార్జ్ విజయవంతమైంది,0
మీ బ్యాలెన్స్ ₹100 ఉంది,0
మీ విద్యుత్ బిల్లు ఈ నెల ₹500 రూపాయలు,0
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/88652 క్లిక్ చేయండి,1
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9403752736,1
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF5831,0
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/68277 సందర్శించండి,1
మీ ఖాతాలో ₹1000 జమ చేయబడింది,0
మీ మొబైల్ నెంబర్ వెరిఫికేషన్ కోసం OTP షేర్ చేయండి,1
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9187838219 ను సంప్రదించండి,1
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/33030,1
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9273302134,1
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/97769 సందర్శించండి,1
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/65763 క్లిక్ చేయండి,1
మీ విద్యుత్ బిల్లు ఈ నెల ₹500 రూపాయలు,0
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/22004 సందర్శించండి,1
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/30351 క్లిక్ చేయండి,1
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9268911687,1
మీ కొత్త ఆర్డర్ డిస్పాచ్ చేయబడింది,0
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ ఖాతాలో ₹1000 జమ చేయబడింది,0
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/95876",1
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ విద్యుత్ బిల్లు ఈ నెల ₹500 రూపాయలు,0
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9244450462,1
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ బ్యాలెన్స్ ₹250 ఉంది,0
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF4409,0
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/95386",1
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9997848718,1
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9506167801 ను సంప్రదించండి,1
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/93841 క్లిక్ చేయండి,1
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/41937 సందర్శించండి,1
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/97830 క్లిక్ చేయండి,1
మీ మొబైల్ నెంబర్ వెరిఫికేషన్ కోసం OTP షేర్ చేయండి,1
మీ బ్యాలెన్స్ ₹250 ఉంది,0
మీ కొత్త ఆర్డర్ డిస్పాచ్ చేయబడింది,0
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ ఖాతాలో ₹100 జమ చేయబడింది,0
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/72468",1
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9724965827,1
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9475736880 ను సంప్రదించండి,1
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/41743 సందర్శించండి,1
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/75944 క్లిక్ చేయండి,1
మీ రెచార్జ్ విజయవంతమైంది,0
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/65404,1
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/89284 క్లిక్ చేయండి,1
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/43372",1
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9807428311 ను సంప్రదించండి,1
మీ కొత్త ఆర్డర్ డిస్పాచ్ చేయబడింది,0
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/77048 క్లిక్ చేయండి,1
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/29926",1
మీ రెచార్జ్ విజయవంతమైంది,0
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ ఖాతాలో ₹250 జమ చేయబడింది,0
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ బ్యాలెన్స్ ₹500 ఉంది,0
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9696935521,1
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/98686 సందర్శించండి,1
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/93167",1
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9598759495 ను సంప్రదించండి,1
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF6962,0
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/36114 క్లిక్ చేయండి,1
మీ ఖాతాలో ₹100 జమ చేయబడింది,0
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ బ్యాలెన్స్ ₹250 ఉంది,0
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9672029746,1
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ ఖాతాలో ₹100 జమ చేయబడింది,0
మీ రెచార్జ్ విజయవంతమైంది,0
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/39172 క్లిక్ చేయండి,1
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ ఖాతాలో ₹100 జమ చేయబడింది,0
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9661916882,1
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/37067",1
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/31777 సందర్శించండి,1
మీ ఆధార్ కార్డ్ గడువు ముగిసింది. లింక్ చేయండి,1
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9953041463,1
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/21122,1
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF5549,0
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9409080962 ను సంప్రదించండి,1
మీ విద్యుత్ బిల్లు ఈ నెల ₹250 రూపాయలు,0
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/15679 సందర్శించండి,1
మీ మొబైల్ నెంబర్ వెరిఫికేషన్ కోసం OTP షేర్ చేయండి,1
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
మీ విద్యుత్ బిల్లు ఈ నెల ₹500 రూపాయలు,0
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ కొత్త ఆర్డర్ డిస్పాచ్ చేయబడింది,0
మీ మొబైల్ నెంబర్ వెరిఫికేషన్ కోసం OTP షేర్ చేయండి,1
మీ విద్యుత్ బిల్లు ఈ నెల ₹2000 రూపాయలు,0
మీ విద్యుత్ బిల్లు ఈ నెల ₹250 రూపాయలు,0
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9212035220,1
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9445939242,1
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/98947 క్లిక్ చేయండి,1
మీ KYC వివరాలు అప్డేట్ చేయండి. లేకపోతే ఖాతా బ్లాక్ అవుతుంది,1
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/63965 సందర్శించండి,1
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ మొబైల్ నెంబర్ వెరిఫికేషన్ కోసం OTP షేర్ చేయండి,1
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ ఖాతాలో ₹2000 జమ చేయబడింది,0
మీ కొత్త ఆర్డర్ డిస్పాచ్ చేయబడింది,0
మీ మొబైల్ నెంబర్ వెరిఫికేషన్ కోసం OTP షేర్ చేయండి,1
మీ ఇన్షూరెన్స్ నూతనీకరణ విజయవంతం,0
మీ రెచార్జ్ విజయవంతమైంది,0
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/38471,1
మీ ఖాతాలో ₹100 జమ చేయబడింది,0
మీ ఖాతాలో ₹100 జమ చేయబడింది,0
మీ పాన్ కార్డ్ లింక్ కాలేదు. వెంటనే అప్డేట్ చేయండి,1
మీ రెచార్జ్ విజయవంతమైంది,0
మీ విద్యుత్ బిల్లు ఈ నెల ₹100 రూపాయలు,0
మీ ATM కార్డ్ బ్లాక్ అయింది. రీఅక్టివేట్ చేయడానికి http://bit.ly/15493 క్లిక్ చేయండి,1
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9583379997,1
మీరు ₹10 లక్షల లాటరీ గెలిచారు! వివరాల కోసం 9762933636 ను సంప్రదించండి,1
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/68298",1
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF9342,0
మీ బ్యాంక్ ఖాతా సస్పెండ్ అయింది. లాగిన్ చేయండి: http://bit.ly/52068,1
మీ బ్యాలెన్స్ ₹1000 ఉంది,0
మీ రెచార్జ్ విజయవంతమైంది,0
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9641106293,1
మీ బస్ టికెట్ రిఫరెన్స్ నం: REF6707,0
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9619728179,1
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
మీ మొబైల్ నెంబర్ వెరిఫికేషన్ కోసం OTP షేర్ చేయండి,1
"మీ క్షమించండి, మీరు అకౌంట్ మిస్ చేశారు. తిరిగి పొందేందుకు క్లిక్ చేయండి: http://bit.ly/64121",1
మీ ప్యాకేజీ రేపు డెలివరీ అవుతుంది,0
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ గ్యాస్ బుకింగ్ స్వీకరించబడింది,0
మీ ఖాతా నుండి డబ్బు డిడక్ట్ అయింది. రీఫండ్ పొందేందుకు http://bit.ly/72993 సందర్శించండి,1
మీ మొబైల్ నెంబర్ వెరిఫికేషన్ కోసం OTP షేర్ చేయండి,1
మీ టికెట్ బుక్ చేయబడింది. ధన్యవాదాలు,0
మీ మొబైల్ నెంబర్ వెరిఫికేషన్ కోసం OTP షేర్ చేయండి,1
మీ కొత్త ఆర్డర్ డిస్పాచ్ చేయబడింది,0
మీ రెచార్జ్ విజయవంతమైంది,0
మీ ఖాతా బ్లాక్ చేయబడుతుంది. వెంటనే కాల్ చేయండి: 9318608573,1
